requirement_id,source_document,page_number,original_text,normalized_text,category,domain_relevance,minimum_value,maximum_value,unit,currency,percentage,count,length_km,diameter_inch,experience_years,time_period_years,date,project_type,sector,role,qualification,scope,entities,extraction_method,classification_confidence,review_status
REQ-PDF-2215,tender-document-8000010577.pdf,170,"62.3 The DRAWINGS submitted by the CONTRACTOR shall be reviewed by the ENGINEER-IN-CHARGE as far as practicable within 3 (Three) weeks and shall be modified by the CONTRACTOR, if any modifications and/or corrections are required by the ENGINEER- IN-CHARGE. The CONTRACTOR shall incorporate such modifications and/or corrections and submit the final drawings for approval. Any delays arising out of failure by the CONTRACTOR to rectify the drawing in good time shall not alter the Contract Completion Time.","62.3 The DRAWINGS submitted by the CONTRACTOR shall be reviewed by the ENGINEER-IN-CHARGE as far as practicable within 3 (Three) weeks and shall be modified by the CONTRACTOR, if any modifications and/or corrections are required by the ENGINEER- IN-CHARGE. The CONTRACTOR shall incorporate such modifications and/or corrections and submit the final drawings for approval. Any delays arising out of failure by the CONTRACTOR to rectify the drawing in good time shall not alter the Contract Completion Time.",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.235,PENDING
REQ-PDF-2216,tender-document-8000010577.pdf,170,"62.4 As built drawings showing all corrections, adjustments etc. shall be furnished by the CONTRACTOR in six copies and one transparent for record purposed to the EMPLOYER. 63 Setting out works:","62.4 As built drawings showing all corrections, adjustments etc. shall be furnished by the CONTRACTOR in six copies and one transparent for record purposed to the EMPLOYER. 63 Setting out works:",EXPERIENCE_ELIGIBILITY,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.146,PENDING
REQ-PDF-2217,tender-document-8000010577.pdf,170,63.1 The ENGINEER-IN-CHARGE shall furnish the CONTRACTOR with only the four corners of the Works site and a level bench mark and the CONTRACTOR shall set out the Works and shall provide an efficient staff for the purpose and shall be solely responsible for the accuracy of such setting out.,63.1 The ENGINEER-IN-CHARGE shall furnish the CONTRACTOR with only the four corneINR of the Works site and a level bench mark and the CONTRACTOR shall set out the Works and shall provide an efficient staff for the purpose and shall be solely responsible for the accuracy of such setting out.,SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.188,PENDING
REQ-PDF-2218,tender-document-8000010577.pdf,170,"63.2 The CONTRACTOR shall provide, fix and be responsible for the maintenance of all stakes, templates, level marks, profiles and other similar things and shall take all necessary precautions to prevent their removal or disturbance and shall be responsible for the consequence of such removal or disturbance should the same take place and for their efficient and timely reinstatement. The CONTRACTOR shall also be responsible for the maintenance of all existing survey marks, boundary marks, distance marks and center line marks, either existing or supplied and fixed by the CONTRACTOR. The work shall be set out to the satisfaction of the","63.2 The CONTRACTOR shall provide, fix and be responsible for the maintenance of all stakes, templates, level marks, profiles and other similar things and shall take all necessary precautions to prevent their removal or disturbance and shall be responsible for the consequence of such removal or disturbance should the same take place and for their efficient and timely reinstatement. The CONTRACTOR shall also be responsible for the maintenance of all existing survey marks, boundary marks, distance marks and center line marks, either existing or supplied and fixed by the CONTRACTOR. The work shall be set out to the satisfaction of the",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.192,PENDING
REQ-PDF-2219,tender-document-8000010577.pdf,171,"E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office :  GAIL ( India)  Limited, 16, Bhikaiji Cama Place, New Delhi – 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ;      Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘’ Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं’’ ENGINEER-IN-CHARGE. The approval there of joining with the CONTRACTOR by the ENGINEER- IN-CHARGE in setting out the work, shall not relieve the CONTRACTOR of any of his responsibility.","E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office : GAIL ( India) Limited, 16, Bhikaiji Cama Place, New Delhi - 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ; Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘' Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं'' ENGINEER-IN-CHARGE. The approval there of joining with the CONTRACTOR by the ENGINEER- IN-CHARGE in setting out the work, shall not relieve the CONTRACTOR of any of his responsibility.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.149,PENDING
REQ-PDF-2220,tender-document-8000010577.pdf,171,"63.3 Before beginning the Works, the CONTRACTOR shall at his own cost, provide all necessary reference and level posts, pegs, bamboos, flags, ranging rods, strings and other materials for proper layout of the works in accordance with the schemes for bearing marks acceptable to the ENGINEER-IN-CHARGE. The center, longitudinal or face lines and cross lines shall be marked by means of small masonry pillars. Each pillar shall have distinct mark at the centre to enable theodolite to be set over it. No work shall be started until all these points are checked and approved by the ENGINEER-IN-CHARGE in writing but such approval shall not relieve the CONTRACTOR of any of his responsibilities. The CONTRACTOR shall also provide all labour, material and other facilities, as necessary, for the proper checking of layout and inspection of the points during construction.","63.3 Before beginning the Works, the CONTRACTOR shall at his own cost, provide all necessary reference and level posts, pegs, bamboos, flags, ranging rods, strings and other materials for proper layout of the works in accordance with the schemes for bearing marks acceptable to the ENGINEER-IN-CHARGE. The center, longitudinal or face lines and cross lines shall be marked by means of small masonry pillaINR Each pillar shall have distinct mark at the centre to enable theodolite to be set over it. No work shall be started until all these points are checked and approved by the ENGINEER-IN-CHARGE in writing but such approval shall not relieve the CONTRACTOR of any of his responsibilities. The CONTRACTOR shall also provide all labour, material and other facilities, as necessary, for the proper checking of layout and inspection of the points during construction.",INDUSTRY_STANDARD_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.148,PENDING
REQ-PDF-2221,tender-document-8000010577.pdf,171,"63.4 Pillars bearing geodetic marks located at the sites of units of WORKS under construction should be protected and fenced by the CONTRACTOR. 63.5 On completion of WORK, the CONTRACTOR must submit the geodetic documents according to which the WORK was carried out. 64 Responsibility for level and alignment:","63.4 PillaINR bearing geodetic marks located at the sites of units of WORKS under construction should be protected and fenced by the CONTRACTOR. 63.5 On completion of WORK, the CONTRACTOR must submit the geodetic documents according to which the WORK was carried out. 64 Responsibility for level and alignment:",EXPERIENCE_ELIGIBILITY,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.172,PENDING
REQ-PDF-2222,tender-document-8000010577.pdf,171,"64.1 The CONTRACTOR shall be entirely and exclusively responsible for the horizontal and vertical alignment, the levels and correctness of every part of the WORK and shall rectify effectively any errors or imperfections therein, such rectifications shall be carried out by the CONTRACTOR, at his own cost, when instructions are issued to that effect by the ENGINEER- IN-CHARGE. 65 Materials to be supplied by contractor:","64.1 The CONTRACTOR shall be entirely and exclusively responsible for the horizontal and vertical alignment, the levels and correctness of every part of the WORK and shall rectify effectively any erroINR or imperfections therein, such rectifications shall be carried out by the CONTRACTOR, at his own cost, when instructions are issued to that effect by the ENGINEER- IN-CHARGE. 65 Materials to be supplied by contractor:",INDUSTRY_STANDARD_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.179,PENDING
REQ-PDF-2223,tender-document-8000010577.pdf,171,"65.1 The CONTRACTOR shall procure and provide within the VALUE OF CONTRACT the whole of the materials required for the construction including steels, cement and other building materials, tools, tackles, construction plant and equipment for the completion and maintenance of the WORK except the materials which will be issued by the EMPLOYER and shall make his own arrangement for procuring such materials and for the transport thereof. The EMPLOYER may give necessary recommendation to the respective authority if so desired by the CONTRACTOR but assumes no further responsibility of any nature. The EMPLOYER will insist on the procurement of materials which bear ISI stamp and/or which are supplied by reputed suppliers.","65.1 The CONTRACTOR shall procure and provide within the VALUE OF CONTRACT the whole of the materials required for the construction including steels, cement and other building materials, tools, tackles, construction plant and equipment for the completion and maintenance of the WORK except the materials which will be issued by the EMPLOYER and shall make his own arrangement for procuring such materials and for the transport thereof. The EMPLOYER may give necessary recommendation to the respective authority if so desired by the CONTRACTOR but assumes no further responsibility of any nature. The EMPLOYER will insist on the procurement of materials which bear ISI stamp and/or which are supplied by reputed supplieINR",MAKE_IN_INDIA_LOCAL_CONTENT,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.133,PENDING
REQ-PDF-2224,tender-document-8000010577.pdf,171,"65.2 The CONTRACTOR shall properly store all materials either issued to him or brought by him to the SITE to prevent damages due to rain, wind, direct exposure to sun, etc. as also from","65.2 The CONTRACTOR shall properly store all materials either issued to him or brought by him to the SITE to prevent damages due to rain, wind, direct exposure to sun, etc. as also from",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.272,PENDING
REQ-PDF-2225,tender-document-8000010577.pdf,172,"E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office :  GAIL ( India)  Limited, 16, Bhikaiji Cama Place, New Delhi – 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ;      Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘’ Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं’’ theft, pilferage, etc. for proper and speedy execution of his works. The CONTRACTOR shall maintain sufficient stocks of all materials required by him.","E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office : GAIL ( India) Limited, 16, Bhikaiji Cama Place, New Delhi - 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ; Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘' Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं'' theft, pilferage, etc. for proper and speedy execution of his works. The CONTRACTOR shall maintain sufficient stocks of all materials required by him.",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.211,PENDING
REQ-PDF-2226,tender-document-8000010577.pdf,172,65.3 No material shall be despatched from the CONTRACTOR's stores before obtaining the approval in writing of the ENGINEER-IN-CHARGE. 66 Stores supplied by the employer:,65.3 No material shall be despatched from the CONTRACTOR's stores before obtaining the approval in writing of the ENGINEER-IN-CHARGE. 66 Stores supplied by the employer:,TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.2,PENDING
REQ-PDF-2227,tender-document-8000010577.pdf,172,"66.1 If the SPECIFICATION of the WORK provides for the use of any material of special description to be supplied from the EMPLOYER's stores or it is required that the CONTRACTOR shall use certain stores to be provided by the ENGINEER-IN-CHARGE, such materials and stores, and price to be charged there for as hereinafter mentioned being so far as practicable for the convenience of the CONTRACTOR, but not so as in any way to control the meaning or effect of the CONTRACT, the CONTRACTOR shall be bound to purchase and shall be supplied such materials and stores as are from time to time required to be used by him for the purpose of the CONTRACT only. The sums due from the CONTRACTOR for the value of materials supplied by the EMPLOYER will be recovered from the running account bill on the basis of the actual consumption of materials in the works covered and for which the running account bill has been prepared. After the completion of the WORK, however, the CONTRACTOR has to account for the full quantity of materials supplied to him as per relevant clauses in this document.","66.1 If the SPECIFICATION of the WORK provides for the use of any material of special description to be supplied from the EMPLOYER's stores or it is required that the CONTRACTOR shall use certain stores to be provided by the ENGINEER-IN-CHARGE, such materials and stores, and price to be charged there for as hereinafter mentioned being so far as practicable for the convenience of the CONTRACTOR, but not so as in any way to control the meaning or effect of the CONTRACT, the CONTRACTOR shall be bound to purchase and shall be supplied such materials and stores as are from time to time required to be used by him for the purpose of the CONTRACT only. The sums due from the CONTRACTOR for the value of materials supplied by the EMPLOYER will be recovered from the running account bill on the basis of the actual consumption of materials in the works covered and for which the running account bill has been prepared. After the completion of the WORK, however, the CONTRACTOR has to account for the full quantity of materials supplied to him as per relevant clauses in this document.",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.151,PENDING
REQ-PDF-2228,tender-document-8000010577.pdf,172,"66.2 The value of the stores/materials as may be supplied to the CONTRACTOR by the EMPLOYER will be debited to the CONTRACTOR's account at the rates shown in the schedule of materials and if they are not entered in the schedule, they will be debited at cost price, which for the purpose of the CONTRACT shall include the cost of carriage and all other expenses whatsoever such as normal storage supervision charges which shall have been incurred in obtaining the same at the EMPLOYER's stores. All materials so supplied to the CONTRACTOR shall remain the absolute property of the EMPLOYER and shall not be removed on any account from the SITE of the WORK, and shall be at all times open for inspection to the ENGINEER-IN- CHARGE. Any such materials remaining unused at the time of the completion or termination of the CONTRACT shall be returned to the EMPLOYER's stores or at a place as directed by the ENGINEER-IN-CHARGE in perfectly good condition at CONTRACTOR's cost. 67 Conditions for issue of materials:","66.2 The value of the stores/materials as may be supplied to the CONTRACTOR by the EMPLOYER will be debited to the CONTRACTOR's account at the rates shown in the schedule of materials and if they are not entered in the schedule, they will be debited at cost price, which for the purpose of the CONTRACT shall include the cost of carriage and all other expenses whatsoever such as normal storage supervision charges which shall have been incurred in obtaining the same at the EMPLOYER's stores. All materials so supplied to the CONTRACTOR shall remain the absolute property of the EMPLOYER and shall not be removed on any account from the SITE of the WORK, and shall be at all times open for inspection to the ENGINEER-IN- CHARGE. Any such materials remaining unused at the time of the completion or termination of the CONTRACT shall be returned to the EMPLOYER's stores or at a place as directed by the ENGINEER-IN-CHARGE in perfectly good condition at CONTRACTOR's cost. 67 Conditions for issue of materials:",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.153,PENDING
REQ-PDF-2229,tender-document-8000010577.pdf,172,"67.1 (i)Materials specified as to be issued by the EMPLOYER will be supplied to the CONTRACTOR by the EMPLOYER form his stores. It shall be responsibility of the CONTRACTOR to take delivery of the materials and arrange for its loading, transport and unloading at the SITE of WORK at his own cost. The materials shall be issued between the working hours and as per the rules of the EMPLOYER as framed from time to time. The CONTRACTOR shall bear all incidental charges for the storage and safe custody of materials at site after these have been issued to him.","67.1 (i)Materials specified as to be issued by the EMPLOYER will be supplied to the CONTRACTOR by the EMPLOYER form his stores. It shall be responsibility of the CONTRACTOR to take delivery of the materials and arrange for its loading, transport and unloading at the SITE of WORK at his own cost. The materials shall be issued between the working houINR and as per the rules of the EMPLOYER as framed from time to time. The CONTRACTOR shall bear all incidental charges for the storage and safe custody of materials at site after these have been issued to him.",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.226,PENDING
REQ-PDF-2230,tender-document-8000010577.pdf,173,"E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office :  GAIL ( India)  Limited, 16, Bhikaiji Cama Place, New Delhi – 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ;      Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘’ Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं’’ Materials specified as to be issued by the EMPLOYER shall be issued in standard sizes as obtained from the manufacturers. The CONTRACTOR shall construct suitable Godowns at the SITE of WORK for storing the materials safe against damage by rain, dampness, fire, theft etc. He shall also employ necessary watch and ward establishment for the purpose. It shall be duty of the CONTRACTOR to inspect the materials supplied to him at the time of taking delivery and satisfy himself that they are in good condition. After the materials have been delivered by the EMPLOYER, it shall be the responsibility of the CONTRACTOR to keep them in good condition and if the materials are damaged or lost, at any time, they shall be repaired and/or replaced by him at his own cost according to the instructions of the ENGINEER-IN- CHARGE. The EMPLOYER shall not be liable for delay in supply or non-supply of any materials which the EMPLOYER has undertaken to supply where such failure or delay is due to natural calamities, act of enemies, transport and procurement difficulties and any circumstances beyond the control of the EMPLOYER. In no case, the CONTRACTOR shall be entitled to claim any compensation or loss suffered by him on this account. It shall be responsibility of the CONTRACTOR to arrange in time all materials required for the WORK other than those to be supplied by the EMPLOYER. If, however, in the opinion of the ENGINEER-IN-CHARGE the execution of the WORK is likely to be delayed due to the CONTRACTOR's inability to make arrangements for supply of materials which normally he has to arrange for, the ENGINEER-IN-CHARGE shall have the right at his own discretion to issue such materials, if available with the EMPLOYER or procure the materials from the market or as elsewhere and the CONTRACTOR will be bound to take such materials at the rates decided by the ENGINEER-IN-CHARGE. This, however, does not in any way absolve the CONTRACTOR from responsibility of making arrangements for the supply of such materials in part or in full, should such a situation occur nor shall this constitute a reason for the delay in the execution of the WORK. None of the materials supplied to the CONTRACTOR will be utilised by the CONTRACTOR for manufacturing item which can be obtained as supplied from standard manufacturer in finished form. The CONTRACTOR shall, if desired by the ENGINEER- IN-CHARGE, be required to execute an Indemnity Bond in the prescribed form for safe custody and accounting of all materials issued by the EMPLOYER. The CONTRACTOR shall furnish to the ENGINEER-IN- CHARGE sufficiently in advance a statement showing his requirement of the quantities of the materials to be supplied by the EMPLOYER and the time when the same will be required by him for the works, so as to enable the ENGINEER-IN-CHARGE to make necessary arrangements for procurement and supply of the material. Account of the materials issued by the EMPLOYER shall be maintained by CONTRACTOR indicating the daily receipt, consumption and balance in hand. This account shall be maintained in a manner prescribed by the ENGINEER-IN-CHARGE along with all connected papers viz. requisitions, issues, etc., and shall be always available for inspection in the CONTRACTOR's office at SITE.","E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office : GAIL ( India) Limited, 16, Bhikaiji Cama Place, New Delhi - 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ; Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘' Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं'' Materials specified as to be issued by the EMPLOYER shall be issued in standard sizes as obtained from the manufactureINR The CONTRACTOR shall construct suitable Godowns at the SITE of WORK for storing the materials safe against damage by rain, dampness, fire, theft etc. He shall also employ necessary watch and ward establishment for the purpose. It shall be duty of the CONTRACTOR to inspect the materials supplied to him at the time of taking delivery and satisfy himself that they are in good condition. After the materials have been delivered by the EMPLOYER, it shall be the responsibility of the CONTRACTOR to keep them in good condition and if the materials are damaged or lost, at any time, they shall be repaired and/or replaced by him at his own cost according to the instructions of the ENGINEER-IN- CHARGE. The EMPLOYER shall not be liable for delay in supply or non-supply of any materials which the EMPLOYER has undertaken to supply where such failure or delay is due to natural calamities, act of enemies, transport and procurement difficulties and any circumstances beyond the control of the EMPLOYER. In no case, the CONTRACTOR shall be entitled to claim any compensation or loss suffered by him on this account. It shall be responsibility of the CONTRACTOR to arrange in time all materials required for the WORK other than those to be supplied by the EMPLOYER. If, however, in the opinion of the ENGINEER-IN-CHARGE the execution of the WORK is likely to be delayed due to the CONTRACTOR's inability to make arrangements for supply of materials which normally he has to arrange for, the ENGINEER-IN-CHARGE shall have the right at his own discretion to issue such materials, if available with the EMPLOYER or procure the materials from the market or as elsewhere and the CONTRACTOR will be bound to take such materials at the rates decided by the ENGINEER-IN-CHARGE. This, however, does not in any way absolve the CONTRACTOR from responsibility of making arrangements for the supply of such materials in part or in full, should such a situation occur nor shall this constitute a reason for the delay in the execution of the WORK. None of the materials supplied to the CONTRACTOR will be utilised by the CONTRACTOR for manufacturing item which can be obtained as supplied from standard manufacturer in finished form. The CONTRACTOR shall, if desired by the ENGINEER- IN-CHARGE, be required to execute an Indemnity Bond in the prescribed form for safe custody and accounting of all materials issued by the EMPLOYER. The CONTRACTOR shall furnish to the ENGINEER-IN- CHARGE sufficiently in advance a statement showing his requirement of the quantities of the materials to be supplied by the EMPLOYER and the time when the same will be required by him for the works, so as to enable the ENGINEER-IN-CHARGE to make necessary arrangements for procurement and supply of the material. Account of the materials issued by the EMPLOYER shall be maintained by CONTRACTOR indicating the daily receipt, consumption and balance in hand. This account shall be maintained in a manner prescribed by the ENGINEER-IN-CHARGE along with all connected papeINR viz. requisitions, issues, etc., and shall be always available for inspection in the CONTRACTOR's office at SITE.",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.144,PENDING
REQ-PDF-2231,tender-document-8000010577.pdf,174,"E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office :  GAIL ( India)  Limited, 16, Bhikaiji Cama Place, New Delhi – 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ;      Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘’ Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं’’ The CONTRACTOR should see that only the required quantities of materials are got issued. The CONTRACTOR shall not be entitled to cartage and incidental charges for returning the surplus materials, if any, to the stores wherefrom they were issued or to the place as directed by the ENGINEER-IN-CHARGE. Materials/Equipment(s) supplied by EMPLOYER shall not be utilised for any purpose(s) than issued for. 68 Material procured with assistance of employer/return of surplus:","E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office : GAIL ( India) Limited, 16, Bhikaiji Cama Place, New Delhi - 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ; Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘' Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं'' The CONTRACTOR should see that only the required quantities of materials are got issued. The CONTRACTOR shall not be entitled to cartage and incidental charges for returning the surplus materials, if any, to the stores wherefrom they were issued or to the place as directed by the ENGINEER-IN-CHARGE. Materials/Equipment(s) supplied by EMPLOYER shall not be utilised for any purpose(s) than issued for. 68 Material procured with assistance of employer/return of surplus:",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.137,PENDING
REQ-PDF-2232,tender-document-8000010577.pdf,174,"68.1 Notwithstanding anything contained to the contrary in any or all the clauses of this CONTRACT where any materials for the execution of the CONTRACT are procured with the assistance of the EMPLOYER either by issue from EMPLOYER's stock or purchases made under order or permits or licences issued by Government, the CONTRACTOR shall hold the said materials as trustee for the EMPLOYER and use such materials economically and solely for the purpose of the CONTRACT and not dispose them off without the permission of the EMPLOYER and return, if required by the ENGINEER-IN-CHARGE, shall determine having due regard to the condition of the materials. The price allowed to the CONTRACTOR, however, shall not exceed the amount charged to him excluding the storage charges, if any. The decision of the ENGINEER-IN-CHARGE shall be final and conclusive in such matters. In the event of breach of the aforesaid condition, the CONTRACTOR shall, in terms of the licences or permits and/or criminal breach of trust, be liable to compensate the EMPLOYER at double rate or any higher rate, in the event of those materials at that time having higher rate or not being available in the market, then any other rate to be determined by the ENGINEER-IN-CHARGE and his decision shall be final and conclusive. 69 Materials obtained from dismantling:","68.1 Notwithstanding anything contained to the contrary in any or all the clauses of this CONTRACT where any materials for the execution of the CONTRACT are procured with the assistance of the EMPLOYER either by issue from EMPLOYER's stock or purchases made under order or permits or licences issued by Government, the CONTRACTOR shall hold the said materials as trustee for the EMPLOYER and use such materials economically and solely for the purpose of the CONTRACT and not dispose them off without the permission of the EMPLOYER and return, if required by the ENGINEER-IN-CHARGE, shall determine having due regard to the condition of the materials. The price allowed to the CONTRACTOR, however, shall not exceed the amount charged to him excluding the storage charges, if any. The decision of the ENGINEER-IN-CHARGE shall be final and conclusive in such matteINR In the event of breach of the aforesaid condition, the CONTRACTOR shall, in terms of the licences or permits and/or criminal breach of trust, be liable to compensate the EMPLOYER at double rate or any higher rate, in the event of those materials at that time having higher rate or not being available in the market, then any other rate to be determined by the ENGINEER-IN-CHARGE and his decision shall be final and conclusive. 69 Materials obtained from dismantling:",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.168,PENDING
REQ-PDF-2233,tender-document-8000010577.pdf,174,"70.1 All gold, silver and other minerals of any description and all precious stones, coins, treasure relics, antiquities and other similar things which shall be found in, under or upon the SITE, shall be the property of the EMPLOYER and the CONTRACTOR shall duly preserve the same to the satisfaction of the ENGINEER-IN-CHARGE and shall from time to time deliver the same to such person or persons indicated by the EMPLOYER. 71 Discrepancies between instructions:","70.1 All gold, silver and other minerals of any description and all precious stones, coins, treasure relics, antiquities and other similar things which shall be found in, under or upon the SITE, shall be the property of the EMPLOYER and the CONTRACTOR shall duly preserve the same to the satisfaction of the ENGINEER-IN-CHARGE and shall from time to time deliver the same to such peINR on or peINR ons indicated by the EMPLOYER. 71 Discrepancies between instructions:",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.281,PENDING
REQ-PDF-2234,tender-document-8000010577.pdf,175,"E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office :  GAIL ( India)  Limited, 16, Bhikaiji Cama Place, New Delhi – 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ;      Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘’ Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं’’","E-Tender no.8000010577 /Bid Document No. GAIL/NOIDA/C&P/16101 INLINE INSPECTION (ILI) / INTELLIGENT PIGGING OF PIPELIES Regd. Office : GAIL ( India) Limited, 16, Bhikaiji Cama Place, New Delhi - 110 066; [ CIN:L40200DL1984GO1018976] [PAN No. AAACG1209J] Ph: +91-11-26172580; Fax: +91-11-26185941 ; Visit us at http://www.gailonline.com ; https://etender.gail.co.in ‘' Ǒहन् द मɅ पत्राचार करकदेश का गौरव बढ़ाएं''",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.148,PENDING
